9.966721248787628884e-01,9.970617896889257814e-01,9.953300923604914141e-01,9.966219055420867390e-01
9.959822230327729509e-01,0.000000000000000000e+00,9.333325186641454607e-01,9.844646840357514916e-01
9.693626648874733576e-01,5.609507766086470060e-01,5.840338810550831372e-01,7.330821425083077214e-01
7.859962615912708950e-01,0.000000000000000000e+00,2.637356290630393230e-01,2.710480685606707629e-01
9.949978486847114167e-01,9.974391458243745401e-01,0.000000000000000000e+00,9.957148749419999501e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.266993711309477133e-01,0.000000000000000000e+00,4.799542576634661106e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.957689250970193084e-01,0.000000000000000000e+00,9.979546627272998238e-01,9.940259775902753336e-01
9.853595265627634880e-01,9.673845549730931692e-01,9.984722212336030189e-01,0.000000000000000000e+00
9.470175312103097376e-01,9.993041041947142711e-01,0.000000000000000000e+00,6.196262958858130832e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.311042896720413298e-01,9.931020531995364831e-01,8.340119153222710358e-01
9.152965909030774672e-01,9.894059216733190887e-01,9.998230356545719788e-01,9.712504177860989962e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
